IP,computer_name,Image
169.45.118.108,MW-CLA-RK-01,C:\Program Files\Google\Chrome\Application\chrome.exe
35.244.154.8,MW-CLA-RK-01,C:\Program Files\Google\Chrome\Application\chrome.exe
3.33.220.150,MW-CLA-RK-01,C:\Program Files\Google\Chrome\Application\chrome.exe
18.164.213.175,MW-CLA-RK-01,C:\Program Files\Google\Chrome\Application\chrome.exe
199.232.20.157,MW-CLA-RK-01,C:\Program Files\Google\Chrome\Application\chrome.exe
108.158.221.193,MW-CLA-RK-01,C:\Program Files\Google\Chrome\Application\chrome.exe
35.166.226.67,MW-CLA-RK-01,C:\Program Files\Google\Chrome\Application\chrome.exe
47.128.213.5,MW-CLA-RK-01,C:\Program Files\Google\Chrome\Application\chrome.exe
199.232.21.140,MW-CLA-RK-01,C:\Program Files\Google\Chrome\Application\chrome.exe
13.248.212.111,MW-CLA-RK-01,C:\Users\Baldwin\AppData\Local\Programs\signal-desktop\Signal.exe
13.91.231.123,MW-BLR-DS-01,System
101.33.0.123,MW-CLA-RK-01,C:\Windows\System32\svchost.exe
66.117.22.159,MW-KZH-SJ-22,C:\Program Files\Google\Chrome\Application\chrome.exe
3.110.253.102,MW-KZH-SJ-22,C:\Program Files\Google\Chrome\Application\chrome.exe
129.227.190.9,MW-CLA-RK-01,System
13.89.179.9,MW-BST-LT-AP,C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE
3.134.44.134,MW-BST-LT-VR,C:\ProgramData\Gryffin\slack\app-4.38.121\slack.exe
72.21.81.240,MW-FLR-LT-MN,C:\Windows\System32\svchost.exe
255.255.255.255,MW-MX-MM-01,C:\Windows\System32\svchost.exe
13.89.178.27,MW-MX-MM-01,C:\Program Files\Windows Defender Advanced Threat Protection\MsSense.exe
13.89.179.9,MW-CLA-DV-02,C:\Program Files (x86)\Microsoft\EdgeWebView\Application\124.0.2478.97\msedgewebview2.exe
3.67.131.16,MW-CLA-DV-02,C:\Users\Prince Vegeta\AppData\Local\slack\app-4.38.115\slack.exe
192.168.68.201,MW-BST-LT-VR,C:\Windows\System32\svchost.exe
3.143.53.1,MW-FLR-LT-AL,C:\Users\Carlychance\AppData\Local\slack\app-4.37.101\slack.exe
13.225.195.31,MW-BST-LT-VR,C:\Program Files (x86)\Microsoft\EdgeWebView\Application\124.0.2478.97\msedgewebview2.exe
169.150.219.114,MW-BST-LT-VR,C:\Program Files (x86)\Microsoft\EdgeWebView\Application\124.0.2478.97\msedgewebview2.exe
13.89.179.8,MW-FLR-LT-AL,C:\Windows\System32\svchost.exe
185.93.1.249,MW-CAL-DC.MW-caldera.local,C:\Program Files\Galaxy\bin\Galaxy\windows\stable\Galaxy.exe
13.85.23.86,MW-CAL-WIN10.MW-caldera.local,C:\Windows\System32\SIHClient.exe
23.48.226.81,MW-KZH-LN-01,System
192.168.1.1,MW-KZH-LN-01,C:\Users\Peter\AppData\Local\slack\app-4.38.121\slack.exe
65.2.117.88,MW-KZH-LN-01,C:\Users\Peter\AppData\Local\slack\app-4.38.121\slack.exe
151.101.38.172,MW-KZH-LN-01,C:\Windows\System32\svchost.exe
3.161.55.118,MW-MX-MM-01,<unknown process>
117.18.232.240,MW-KZH-AC-02,C:\Windows\System32\svchost.exe
192.168.29.41,MW-KZH-SKT-01,C:\Program Files\Google\Chrome\Application\chrome.exe
192.168.29.41,MW-KZH-SKT-01,C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe
192.168.29.144,MW-KZH-SKT-01,C:\Program Files\Google\Chrome\Application\chrome.exe
192.168.29.144,MW-KZH-SKT-01,C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe
151.139.43.18,MW-BST-LT-VR,C:\Windows\System32\svchost.exe
151.139.43.18,MW-BST-LT-VR,System
217.20.53.37,MW-BST-LT-VR,C:\Windows\System32\svchost.exe
172.67.74.101,MW-AUS-WL-06,C:\Program Files\Google\Chrome\Application\chrome.exe
134.195.197.175,MW-AUS-WL-06,C:\Program Files\Google\Chrome\Application\chrome.exe
104.17.73.206,MW-AUS-WL-06,C:\Program Files\Google\Chrome\Application\chrome.exe
44.209.95.87,MW-AUS-WL-06,C:\Program Files\Google\Chrome\Application\chrome.exe
104.17.73.206,MW-AUS-WL-06,System
172.67.74.101,MW-AUS-WL-06,System
217.20.48.35,MW-BST-LT-VR,C:\Windows\System32\svchost.exe
13.89.179.11,MW-MX-MM-01,C:\Program Files\Windows Defender Advanced Threat Protection\MsSense.exe
13.69.116.109,MW-KZH-SKT-01,C:\Windows\System32\svchost.exe
217.20.50.98,MW-BST-LT-VR,C:\Windows\System32\svchost.exe
54.236.104.103,MW-BLR-JR-01,C:\Users\Tristan\AppData\Local\slack\app-4.35.126\slack.exe
52.60.39.17,MW-FLR-LT-NQ,C:\Program Files\Galaxy\bin\Galaxy\Galaxy.exe
13.107.21.237,MW-AUS-LT-SS,C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe
20.190.154.161,MW-AUS-LT-SS,C:\Windows\System32\backgroundTaskHost.exe
44.226.95.12,MW-BST-LT-VR,C:\Program Files\BraveSoftware\Brave-Browser\Application\brave.exe
0.0.0.0,MW-AUS-LT-SS,<unknown process>
52.200.46.145,MW-CLA-RK-01,C:\Users\Baldwin\AppData\Local\slack\app-4.38.121\slack.exe
34.202.253.140,MW-FLR-LT-NQ,C:\Users\John\AppData\Local\slack\app-4.38.115\slack.exe
18.64.67.102,MW-FLR-LT-NQ,C:\Users\John\AppData\Local\slack\app-4.38.115\slack.exe
13.89.179.8,MW-FLR-LT-NQ,C:\Program Files\Windows Defender Advanced Threat Protection\MsSense.exe
52.60.39.17,MW-FLR-LT-02,C:\Program Files\Galaxy\bin\Galaxy\Galaxy.exe
44.198.92.80,MW-FLR-LT-NQ,C:\Users\John\AppData\Local\Programs\RingCentral\RingCentral.exe
18.160.124.97,MW-MX-MM-01,C:\Program Files\Google\Chrome\Application\chrome.exe
18.245.96.23,MW-BST-LT-VR,C:\ProgramData\Gryffin\slack\app-4.38.121\slack.exe
192.168.56.255,MW-BST-LT-VR,System
192.168.56.1,MW-BST-LT-VR,System
192.168.68.255,MW-BST-LT-VR,System
192.168.68.200,MW-BST-LT-VR,System
13.89.179.10,MW-BST-LT-AP,C:\Windows\System32\svchost.exe
13.89.179.10,MW-BST-LT-AP,C:\Program Files\Windows Defender Advanced Threat Protection\MsSense.exe
69.164.31.0,MW-FLR-LT-MN,C:\Windows\System32\svchost.exe
52.201.133.0,MW-BST-LT-VR,C:\Program Files\BraveSoftware\Brave-Browser\Application\brave.exe
15.223.109.237,MW-KZH-AM-01,C:\Program Files\limacharlie\bluepill.exe
13.95.31.18,MW-KZH-AM-01,System
202.88.226.9,MW-KZH-AM-01,C:\Windows\System32\svchost.exe
1.1.1.1,MW-KZH-AM-01,<unknown process>
13.95.31.18,MW-KZH-AM-01,C:\Windows\System32\SIHClient.exe
172.29.191.255,MW-KZH-AM-01,System
108.159.61.9,MW-KZH-AM-01,C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe
20.24.121.134,MW-KZH-AM-01,C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe
108.158.251.109,MW-KOL-BV-01,C:\ProgramData\Young\slack\app-4.38.115\slack.exe
192.168.56.255,MW-BST-LT-AP,System
192.168.56.1,MW-BST-LT-AP,System
52.2.109.233,MW-AUS-WL-06,C:\Program Files (x86)\Razer\Razer Axon\RazerAxon.exe
44.241.49.189,MW-BST-LT-VR,C:\Program Files\BraveSoftware\Brave-Browser\Application\brave.exe
13.89.179.8,MW-AUS-WL-06,C:\Program Files\Windows Defender Advanced Threat Protection\MsSense.exe
43.205.172.88,MW-CLA-RK-01,C:\Program Files\Google\Chrome\Application\chrome.exe
13.228.16.225,MW-CLA-RK-01,C:\Program Files\Google\Chrome\Application\chrome.exe
23.202.229.246,MW-KZH-SJ-22,C:\Windows\explorer.exe
13.228.211.40,MW-CLA-RK-01,C:\Program Files\Google\Chrome\Application\chrome.exe
13.200.123.229,MW-KZH-SJ-22,C:\Program Files\Google\Chrome\Application\chrome.exe
192.168.1.68,MW-FLR-LT-EC,C:\Windows\System32\svchost.exe
13.89.179.14,MW-BST-LT-RN,C:\Program Files\Microsoft OneDrive\24.081.0421.0003\Microsoft.SharMWoint.exe
151.139.31.112,MW-BST-LT-RN,C:\Windows\System32\svchost.exe
18.245.124.114,MW-MX-RR-01,<unknown process>
35.182.199.174,MW-KZH-AC-02,C:\Program Files\WinlogBeat\winlogbeat.exe
99.79.100.155,MW-KZH-AC-02,C:\Program Files\WinlogBeat\winlogbeat.exe
20.3.187.198,MW-KZH-AM-01,C:\Windows\System32\svchost.exe
178.79.242.128,MW-KZH-AM-01,C:\Windows\System32\svchost.exe
192.168.100.38,MW-MX-RR-01,C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe
192.168.100.38,MW-MX-RR-01,C:\Windows\System32\svchost.exe
13.107.6.163,MW-AUS-WL-06,C:\Program Files\Microsoft OneDrive\OneDrive.exe
13.235.140.133,MW-KZH-AM-01,C:\Users\Alicia\AppData\Local\slack\app-4.38.115\slack.exe
13.89.178.27,MW-KOL-BV-01,C:\Program Files\Windows Defender Advanced Threat Protection\MsSense.exe
3.68.124.95,MW-BLR-DS-01,C:\Program Files\Google\Chrome\Application\chrome.exe
13.78.111.199,MW-AUS-WL-06,C:\Program Files\Microsoft Office\root\Office16\OUTLOOK.EXE
20.190.159.4,MW-BLR-DS-01,C:\Windows\System32\lsass.exe
142.251.37.228,MW-BLR-DS-01,C:\Program Files\Google\Chrome\Application\chrome.exe
192.168.205.120,MW-KZH-AC-02,C:\Windows\System32\svchost.exe
93.184.221.240,MW-BLR-DS-01,System
35.171.70.209,MW-MX-MM-01,C:\Program Files\Google\Chrome\Application\chrome.exe
172.217.18.35,MW-BLR-DS-01,C:\Program Files\Google\Chrome\Application\chrome.exe
184.150.157.122,MW-BST-LT-RK,C:\Windows\System32\svchost.exe
13.107.42.254,MW-BST-LT-AP,C:\Program Files\Microsoft Office\root\Office16\OUTLOOK.EXE
142.250.110.188,MW-BLR-DS-01,C:\Program Files\Google\Chrome\Application\chrome.exe
13.89.179.14,MW-FLR-LT-AL,C:\Windows\System32\svchost.exe
216.58.211.202,MW-BLR-DS-01,C:\Program Files\Google\Chrome\Application\chrome.exe
13.89.179.11,MW-BST-LT-AP,C:\Program Files (x86)\Microsoft\EdgeWebView\Application\123.0.2420.97\msedgewebview2.exe
123.176.32.186,MW-CLA-RK-01,C:\Windows\System32\svchost.exe
13.69.239.72,MW-BLR-DS-01,C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe
13.69.239.72,MW-BLR-DS-01,System
13.89.179.11,MW-MX-MM-01,C:\Program Files (x86)\Microsoft\EdgeWebView\Application\124.0.2478.97\msedgewebview2.exe
13.89.179.9,MW-BST-lt-ak,C:\Program Files\Windows Defender Advanced Threat Protection\MsSense.exe
18.67.17.50,MW-BST-LT-RN,<unknown process>
13.248.161.247,MW-AUS-LT-TZ,C:\Program Files\runZero\runzero-agent-e4cab2ee-c224-43f4-9990-b032c11be73c-eb562f0df51051d7-4.0.240508.0.exe
13.89.179.14,MW-CLA-RK-01,C:\Program Files\Windows Defender Advanced Threat Protection\MsSense.exe
34.202.253.6,MW-MX-MM-01,C:\Program Files\WindowsApps\91750D7E.Slack_4.37.101.0_x64__8she8kybcnzg4\app\Slack.exe
142.251.41.34,MW-BST-LT-AP,C:\Program Files\Google\Chrome\Application\chrome.exe
104.16.167.111,MW-AUS-LT-TZ,C:\Program Files\NordVPN\nordvpn-service.exe
13.68.233.9,MW-KZH-SJ-22,C:\Windows\System32\svchost.exe
142.250.201.2,MW-BLR-DS-01,C:\Program Files\Google\Chrome\Application\chrome.exe
216.58.198.78,MW-BLR-DS-01,C:\Program Files\Google\Chrome\Application\chrome.exe
172.217.19.46,MW-BLR-DS-01,C:\Program Files\Google\Chrome\Application\chrome.exe
34.202.253.140,MW-BLR-DS-01,C:\Users\DeMWakSingh\AppData\Local\slack\app-4.38.121\slack.exe
52.84.52.35,MW-BST-LT-RN,C:\Program Files\Google\Chrome\Application\chrome.exe
151.101.65.91,MW-BLR-DS-01,C:\Program Files\Google\Chrome\Application\chrome.exe
185.199.109.153,MW-BLR-DS-01,C:\Program Files\Google\Chrome\Application\chrome.exe
142.250.200.238,MW-BLR-DS-01,C:\Program Files\Google\Chrome\Application\chrome.exe
151.101.65.91,MW-BLR-DS-01,System
104.121.4.69,MW-BLR-DS-01,C:\Windows\System32\svchost.exe
34.120.208.123,MW-FLR-LT-AL,C:\Program Files\Mozilla Firefox\firefox.exe
123.176.32.51,MW-CLA-RK-01,C:\Windows\SystemApps\Microsoft.Windows.Search_cw5n1h2txyewy\SearchApp.exe
20.190.146.35,MW-KZH-SJ-22,C:\Windows\System32\svchost.exe
20.190.152.20,MW-BST-LT-RN,C:\WINDOWS\system32\svchost.exe
151.139.186.48,MW-BST-LT-VR,C:\Windows\System32\svchost.exe
192.168.245.1,MW-BST-LT-RN,C:\Program Files\Google\Chrome\Application\chrome.exe
192.168.4.79,MW-BST-LT-RN,C:\Windows\System32\svchost.exe
192.168.245.1,MW-BST-LT-RN,C:\Windows\System32\svchost.exe
192.168.4.79,MW-BST-LT-RN,C:\Program Files\Google\Chrome\Application\chrome.exe
54.236.104.103,MW-BST-LT-RN,C:\Users\Junoon\AppData\Local\slack\app-4.38.115\slack.exe
172.16.0.2,MW-BST-LT-RN,C:\Program Files\Google\Chrome\Application\chrome.exe
18.221.229.81,MW-BST-LT-RN,C:\Users\Junoon\AppData\Local\slack\app-4.38.115\slack.exe
172.16.0.2,MW-BST-LT-RN,C:\Windows\System32\svchost.exe
104.238.217.205,MW-BST-LT-RN,C:\Program Files\Google\Chrome\Application\chrome.exe
52.10.36.45,MW-BST-LT-VR,C:\Program Files\BraveSoftware\Brave-Browser\Application\brave.exe
13.58.249.194,MW-BST-LT-RN,C:\Users\Junoon\AppData\Local\slack\app-4.38.115\slack.exe
13.32.164.36,MW-BST-LT-RN,C:\Users\Junoon\AppData\Local\slack\app-4.38.115\slack.exe
34.202.253.6,MW-BST-LT-RN,C:\Users\Junoon\AppData\Local\slack\app-4.38.115\slack.exe
65.1.97.76,MW-CLA-DV-02,C:\Users\Prince Vegeta\AppData\Local\slack\app-4.38.115\slack.exe
13.107.6.158,MW-BST-LT-AP,C:\Windows\SystemApps\Microsoft.Windows.Search_cw5n1h2txyewy\SearchApp.exe
172.217.171.226,MW-BLR-DS-01,C:\Program Files\Google\Chrome\Application\chrome.exe
152.199.21.118,MW-BLR-DS-01,C:\Program Files\Google\Chrome\Application\chrome.exe
152.199.21.118,MW-BLR-DS-01,System
13.69.109.131,MW-KZH-SJ-22,C:\Program Files\Microsoft OneDrive\24.081.0421.0003\FileCoAuth.exe
13.89.179.14,MW-CLA-DV-02,C:\Program Files\Microsoft OneDrive\24.081.0421.0003\FileCoAuth.exe
52.60.39.17,MW-KZH-AM-01,C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe
18.245.124.97,MW-MX-RR-01,<unknown process>
18.67.161.49,MW-KZH-AM-01,<unknown process>
151.139.124.39,MW-FLR-LT-EC,C:\Windows\System32\svchost.exe
151.139.124.39,MW-FLR-LT-EC,System
13.89.179.10,MW-FLR-LT-EC,C:\Program Files\Windows Defender Advanced Threat Protection\MsSense.exe
192.168.29.41,MW-KZH-SKT-01,System
192.168.29.144,MW-KZH-SKT-01,System
142.250.217.66,MW-AUS-WL-06,C:\Program Files\Google\Chrome\Application\chrome.exe
54.211.178.93,MW-AUS-WL-06,C:\Program Files\Google\Chrome\Application\chrome.exe
52.44.168.122,MW-AUS-WL-06,C:\Program Files\Google\Chrome\Application\chrome.exe
162.159.153.247,MW-AUS-WL-06,C:\Program Files\Google\Chrome\Application\chrome.exe
18.172.170.113,MW-AUS-WL-06,C:\Program Files\Google\Chrome\Application\chrome.exe
13.33.146.44,MW-KZH-AM-01,C:\Users\Alicia\AppData\Local\slack\app-4.38.115\slack.exe
13.32.251.87,MW-CLA-RK-01,C:\Users\Baldwin\AppData\Local\slack\app-4.38.121\slack.exe
43.198.26.129,MW-CLA-RK-01,C:\Program Files\Google\Chrome\Application\chrome.exe
192.28.147.68,MW-CLA-RK-01,C:\Program Files\Google\Chrome\Application\chrome.exe
34.120.154.120,MW-CLA-RK-01,C:\Program Files\Google\Chrome\Application\chrome.exe
192.28.144.124,MW-CLA-RK-01,C:\Program Files\Google\Chrome\Application\chrome.exe
18.164.237.3,MW-CLA-RK-01,C:\Program Files\Google\Chrome\Application\chrome.exe
162.19.138.120,MW-CLA-RK-01,C:\Program Files\Google\Chrome\Application\chrome.exe
162.19.138.117,MW-CLA-RK-01,C:\Program Files\Google\Chrome\Application\chrome.exe
13.107.42.14,MW-CLA-RK-01,C:\Program Files\Google\Chrome\Application\chrome.exe
13.89.179.9,MW-CLA-RK-01,C:\Program Files\Windows Defender Advanced Threat Protection\MsSense.exe
13.89.179.11,MW-AUS-WL-06,C:\Program Files\Windows Defender Advanced Threat Protection\MsSense.exe
216.239.32.116,MW-KZH-SJ-22,C:\Program Files\Google\Chrome\Application\chrome.exe
101.33.0.123,MW-CLA-RK-01,System
13.69.116.104,MW-CLA-RK-01,C:\Program Files\Microsoft OneDrive\24.081.0421.0003\Microsoft.SharMWoint.exe
20.3.187.198,MW-BST-LT-VR,C:\Windows\System32\svchost.exe
18.155.33.129,MW-CLA-DV-02,<unknown process>
13.71.55.58,MW-AUS-LT-TZ,C:\Windows\System32\svchost.exe
13.71.55.58,MW-AUS-LT-TZ,C:\Windows\System32\taskhostw.exe
13.71.55.58,MW-AUS-LT-TZ,System
3.129.123.235,MW-BST-LT-AP,C:\Users\DJ Snake\AppData\Local\slack\app-4.38.115\slack.exe
216.239.32.116,MW-BST-LT-AP,C:\Program Files\Google\Chrome\Application\chrome.exe
184.30.150.108,MW-FLR-LT-MN,C:\Windows\System32\backgroundTaskHost.exe
13.89.179.8,MW-KZH-AM-01,C:\Windows\System32\svchost.exe
72.21.81.240,MW-BST-LT-AP,C:\Windows\System32\svchost.exe
184.150.157.170,MW-BST-LT-RK,C:\Windows\System32\svchost.exe
184.150.157.152,MW-BST-LT-RK,C:\Windows\System32\svchost.exe
216.58.211.195,MW-BLR-DS-01,C:\Program Files\Google\Chrome\Application\chrome.exe
23.64.119.81,MW-MX-MM-01,C:\Program Files\Google\Chrome\Application\chrome.exe
23.82.31.219,MW-BST-LT-RN,C:\Program Files\Google\Chrome\Application\chrome.exe
49.44.183.177,MW-KZH-SKT-01,C:\Program Files\WindowsApps\MicrosoftWindows.Client.WebExperience_424.1301.450.0_x64__cw5n1h2txyewy\Dashboard\Widgets.exe
49.44.183.177,MW-KZH-SKT-01,C:\Windows\explorer.exe
44.205.171.153,MW-FLR-LT-AL,C:\Users\Carlychance\AppData\Local\slack\app-4.37.101\slack.exe
172.16.26.226,MW-CAL-WIN10.MW-caldera.local,C:\Windows\system32\svchost.exe
52.60.39.17,MW-AUS-LT-SS,C:\Program Files\Galaxy\bin\Galaxy\Galaxy.exe
18.161.229.118,MW-BLR-JR-01,C:\Users\Tristan\AppData\Local\slack\app-4.35.126\slack.exe
99.86.20.62,MW-BLR-JR-01,C:\Users\Tristan\AppData\Local\slack\app-4.35.126\slack.exe
34.195.221.192,MW-FLR-LT-NQ,C:\Users\John\AppData\Local\slack\app-4.38.115\slack.exe
13.107.42.16,MW-AUS-LT-SS,C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe
142.250.217.67,MW-AUS-LT-SS,C:\Windows\System32\svchost.exe
13.107.253.70,MW-AUS-LT-SS,C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe
13.107.6.163,MW-CLA-RK-01,C:\Program Files\Google\Chrome\Application\chrome.exe
3.90.158.208,MW-CLA-RK-01,C:\Users\Baldwin\AppData\Local\slack\app-4.38.121\slack.exe
20.190.159.2,MW-BLR-DS-01,System
34.239.39.161,MW-BST-LT-RN,C:\Users\Junoon\AppData\Local\slack\app-4.38.115\slack.exe
3.130.241.210,MW-BST-LT-RN,C:\Users\Junoon\AppData\Local\slack\app-4.38.115\slack.exe
13.89.178.26,MW-CLA-RK-01,C:\Program Files\Google\Chrome\Application\chrome.exe
13.105.28.16,MW-KZH-AM-01,C:\Program Files\Microsoft OneDrive\OneDrive.exe
34.98.110.126,MW-CLA-RK-01,C:\Program Files\Google\Chrome\Application\chrome.exe
54.173.51.205,MW-CLA-RK-01,C:\Program Files\Google\Chrome\Application\chrome.exe
15.235.119.127,MW-CLA-RK-01,C:\Program Files\Google\Chrome\Application\chrome.exe
49.12.22.106,MW-CLA-RK-01,C:\Program Files\Google\Chrome\Application\chrome.exe
23.105.168.233,MW-BST-LT-RN,C:\Program Files\Google\Chrome\Application\chrome.exe
3.12.228.222,MW-BST-LT-RN,C:\Users\Junoon\AppData\Local\slack\app-4.38.115\slack.exe
106.51.156.153,MW-CLA-DV-02,C:\Windows\System32\svchost.exe
18.245.124.37,MW-MX-MM-01,<unknown process>
52.84.52.18,MW-BST-LT-RN,<unknown process>
34.193.255.5,MW-BST-LT-RN,C:\Users\Junoon\AppData\Local\slack\app-4.38.115\slack.exe
192.168.100.38,MW-MX-MM-01,System
52.6.10.88,MW-CLA-RK-01,C:\Program Files\Google\Chrome\Application\chrome.exe
192.229.211.108,MW-CAL-WIN10.MW-caldera.local,C:\Windows\Sysmon64.exe
184.30.154.150,MW-FLR-LT2-DP,C:\Windows\System32\svchost.exe
142.251.41.42,MW-BST-lt-ak,C:\Program Files\Google\Chrome\Application\chrome.exe
13.69.116.108,MW-BLR-DS-01,C:\Program Files\Microsoft OneDrive\24.086.0428.0003\FileCoAuth.exe
35.182.199.174,MW-BST-LT-AP,C:\Program Files\WinlogBeat\winlogbeat.exe
13.89.178.27,MW-BST-LT-AP,C:\Program Files\Microsoft Office\root\Office16\WINWORD.EXE
184.150.157.171,MW-BST-LT-RK,C:\Windows\System32\svchost.exe
192.168.2.255,MW-BST-LT-AP,System
192.168.2.39,MW-BST-LT-AP,System
199.232.169.230,MW-KZH-AM-01,C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe
199.232.169.230,MW-KZH-AM-01,System
54.92.199.186,MW-MX-MM-01,C:\Program Files\WindowsApps\91750D7E.Slack_4.37.101.0_x64__8she8kybcnzg4\app\Slack.exe
3.161.213.12,MW-BST-LT-VR,C:\ProgramData\Gryffin\slack\app-4.38.121\slack.exe
13.89.178.26,MW-FLR-LT-MN,C:\Windows\System32\svchost.exe
13.89.178.26,MW-AUS-LT-TZ,C:\Program Files\Windows Defender Advanced Threat Protection\MsSense.exe
3.134.44.134,MW-BST-LT-AP,C:\Users\DJ Snake\AppData\Local\slack\app-4.38.115\slack.exe
66.81.247.249,MW-CLA-DV-02,C:\Users\Prince Vegeta\AppData\Local\Programs\RingCentral\RingCentral.exe
18.67.196.194,MW-CLA-DV-02,C:\Program Files\Mozilla Firefox\firefox.exe
65.8.73.161,MW-CLA-DV-02,C:\Program Files\Mozilla Firefox\firefox.exe
44.233.67.78,MW-CLA-DV-02,C:\Program Files\Mozilla Firefox\firefox.exe
152.195.38.76,MW-CLA-DV-02,C:\Windows\SystemApps\Microsoft.Windows.Search_cw5n1h2txyewy\SearchApp.exe
35.164.250.149,MW-CLA-DV-02,C:\Program Files\Mozilla Firefox\firefox.exe
20.190.146.38,MW-CLA-DV-02,C:\Program Files\Google\Chrome\Application\chrome.exe
103.180.115.9,MW-CLA-DV-02,C:\Program Files\Google\Chrome\Application\chrome.exe
192.0.77.2,MW-CLA-DV-02,C:\Program Files\Mozilla Firefox\firefox.exe
0.0.0.0,MW-BST-lt-ak,<unknown process>
184.150.157.122,MW-BST-lt-ak,C:\Windows\System32\svchost.exe
192.168.1.6,MW-CLA-DV-02,C:\Users\Prince Vegeta\AppData\Local\Programs\RingCentral\RingCentral.exe
192.168.1.6,MW-CLA-DV-02,C:\Program Files\Google\Chrome\Application\chrome.exe
192.168.1.6,MW-CLA-DV-02,C:\Windows\System32\svchost.exe
54.208.20.4,MW-KZH-AM-01,C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe
13.89.178.26,MW-BST-LT-AP,C:\Program Files\Microsoft Office\root\Office16\ONENOTE.EXE
101.33.1.101,MW-KZH-SJ-22,C:\Windows\System32\svchost.exe
192.168.117.1,MW-BST-lt-ak,System
192.168.56.1,MW-BST-lt-ak,System
192.168.232.255,MW-BST-lt-ak,System
192.168.117.255,MW-BST-lt-ak,System
192.168.56.255,MW-BST-lt-ak,System
192.168.232.1,MW-BST-lt-ak,System
192.168.2.1,MW-BST-lt-ak,C:\Users\John Cena\AppData\Local\slack\app-4.38.121\slack.exe
192.168.2.1,MW-BST-lt-ak,C:\Program Files (x86)\Microsoft\EdgeWebView\Application\124.0.2478.97\msedgewebview2.exe
192.168.2.1,MW-BST-lt-ak,C:\Users\John Cena\AppData\Local\Programs\signal-desktop\Signal.exe
3.1.215.227,MW-CLA-DV-02,C:\Users\Prince Vegeta\AppData\Local\slack\app-4.38.115\slack.exe
20.190.146.33,MW-KZH-SJ-22,C:\Windows\System32\lsass.exe
23.64.119.154,MW-MX-MM-01,C:\Program Files\Google\Chrome\Application\chrome.exe
3.160.22.49,MW-BST-LT-RN,<unknown process>
13.33.146.44,MW-KZH-AC-02,C:\Users\Ronald\AppData\Local\slack\app-4.38.115\slack.exe
13.107.6.158,MW-BST-LT-RN,C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe
13.89.178.27,MW-KOL-VY-01,C:\Program Files\Microsoft OneDrive\OneDrive.exe
13.78.111.199,MW-KOL-VY-01,C:\Program Files\Microsoft OneDrive\24.086.0428.0003\Microsoft.SharMWoint.exe
192.229.211.108,MW-AUS-LT-TZ,C:\Program Files\Common Files\microsoft shared\ClickToRun\OfficeClickToRun.exe
13.89.179.14,MW-AUS-LT-TZ,C:\Windows\System32\svchost.exe
13.89.179.14,MW-AUS-LT-TZ,System
13.69.239.73,MW-KZH-AC-02,C:\Program Files\Microsoft OneDrive\OneDrive.exe
10.0.0.212,MW-FLR-LT-MN,C:\Windows\System32\svchost.exe
10.0.0.212,MW-FLR-LT-MN,C:\Program Files\Google\Chrome\Application\chrome.exe
18.172.78.49,MW-CLA-DV-02,<unknown process>
192.229.211.108,MW-FLR-LT-MN,C:\Program Files\WindowsApps\microsoft.windowscommunicationsapps_16005.14326.21904.0_x64__8wekyb3d8bbwe\HxTsr.exe
13.91.100.157,MW-FLR-LT-MN,C:\Windows\System32\RuntimeBroker.exe
13.91.100.157,MW-FLR-LT-MN,System
23.64.119.143,MW-MX-MM-01,C:\Program Files\Google\Chrome\Application\chrome.exe
54.188.33.22,MW-AUS-WL-06,C:\Users\JohnReese\AppData\Local\slack\app-4.37.101\slack.exe
172.16.0.26,MW-AUS-WL-06,C:\Windows\System32\svchost.exe
172.16.0.26,MW-AUS-WL-06,C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe
172.16.0.26,MW-AUS-WL-06,C:\Program Files\Google\Chrome\Application\chrome.exe
172.17.0.1,MW-AUS-WL-06,C:\Windows\System32\svchost.exe
172.17.0.1,MW-AUS-WL-06,C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe
172.17.0.1,MW-AUS-WL-06,C:\Program Files\Google\Chrome\Application\chrome.exe
172.16.0.2,MW-AUS-WL-06,C:\Windows\System32\svchost.exe
172.16.0.2,MW-AUS-WL-06,C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe
172.16.0.2,MW-AUS-WL-06,C:\Program Files\Google\Chrome\Application\chrome.exe
52.21.69.248,MW-KZH-AM-01,C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe
