IP,computer_name,Image
20.190.145.141,MW-KZH-SKT-01,C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe
23.63.108.185,MW-KZH-SKT-01,C:\Program Files (x86)\Microsoft\EdgeWebView\Application\124.0.2478.97\msedgewebview2.exe
172.217.166.106,MW-KZH-SKT-01,C:\Program Files\Google\Chrome\Application\chrome.exe
20.190.145.143,MW-KZH-SKT-01,C:\Windows\System32\lsass.exe
20.190.145.143,MW-KZH-SKT-01,System
142.250.193.174,MW-KZH-SKT-01,C:\Program Files\Google\Chrome\Application\chrome.exe
20.24.249.45,MW-KZH-SKT-01,C:\Windows\SystemApps\Microsoft.Windows.StartMenuExperienceHost_cw5n1h2txyewy\StartMenuExperienceHost.exe
49.44.178.91,MW-KZH-SKT-01,C:\Program Files (x86)\Microsoft\EdgeWebView\Application\124.0.2478.97\msedgewebview2.exe
49.44.120.97,MW-KZH-SKT-01,System
49.44.217.25,MW-KZH-SKT-01,System
20.190.175.152,MW-KZH-SKT-01,System
49.44.178.91,MW-KZH-SKT-01,System
49.44.217.25,MW-KZH-SKT-01,C:\WINDOWS\system32\svchost.exe
20.24.249.45,MW-KZH-SKT-01,System
20.190.145.170,MW-KZH-SKT-01,C:\Program Files\Microsoft OneDrive\OneDrive.exe
20.190.145.170,MW-KZH-SKT-01,System
20.190.175.152,MW-KZH-SKT-01,C:\Windows\System32\backgroundTaskHost.exe
20.190.145.143,MW-KZH-SKT-01,C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe
20.190.145.140,MW-KZH-SKT-01,C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe
49.44.201.32,MW-KZH-SKT-01,C:\Windows\System32\BackgroundTransferHost.exe
117.18.232.200,MW-KZH-SKT-01,C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe
49.44.201.49,MW-KZH-SKT-01,C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe
13.89.178.27,MW-KZH-SKT-01,C:\Program Files\Microsoft OneDrive\OneDrive.exe
49.44.201.32,MW-KZH-SKT-01,System
49.44.178.99,MW-KZH-SKT-01,C:\Program Files\Microsoft OneDrive\OneDrive.exe
117.18.232.200,MW-KZH-SKT-01,System
49.44.178.99,MW-KZH-SKT-01,System
13.89.178.27,MW-KZH-SKT-01,System
49.44.201.49,MW-KZH-SKT-01,System
18.67.161.115,MW-KZH-SKT-01,C:\Users\Patrick\AppData\Local\slack\app-4.38.121\slack.exe
20.190.146.35,MW-KZH-SKT-01,C:\Windows\System32\svchost.exe
108.138.199.4,MW-CLA-JS-01,C:\Program Files\WindowsApps\91750D7E.Slack_4.38.121.0_x64__8she8kybcnzg4\app\Slack.exe
108.157.194.18,MW-CLA-JS-01,C:\Program Files\WindowsApps\91750D7E.Slack_4.38.121.0_x64__8she8kybcnzg4\app\Slack.exe
18.66.218.61,MW-CLA-JS-01,C:\Program Files\WindowsApps\91750D7E.Slack_4.38.121.0_x64__8she8kybcnzg4\app\Slack.exe
142.250.200.238,MW-CLA-JS-01,C:\Program Files\Google\Chrome\Application\chrome.exe
142.250.200.225,MW-CLA-JS-01,C:\Program Files\Google\Chrome\Application\chrome.exe
172.67.38.66,MW-CLA-JS-01,C:\Program Files\Google\Chrome\Application\chrome.exe
172.67.38.66,MW-CLA-JS-01,System
13.107.138.10,MW-CLA-JS-01,C:\Program Files (x86)\Microsoft\EdgeWebView\Application\124.0.2478.109\msedgewebview2.exe
13.107.138.10,MW-CLA-JS-01,System
18.172.167.92,MW-AUS-WL-06,C:\WINDOWS\system32\backgroundTaskHost.exe
15.197.213.252,MW-AUS-WL-06,C:\WINDOWS\system32\backgroundTaskHost.exe
151.139.83.32,MW-CLA-JS-01,System
13.105.28.16,MW-BLR-JR-01,C:\Program Files\Microsoft OneDrive\24.086.0428.0003\Microsoft.SharMWoint.exe
13.107.213.41,MW-CAL-WIN10.MW-caldera.local,C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe
142.251.37.162,MW-CLA-JS-01,C:\Program Files\Google\Chrome\Application\chrome.exe
99.86.20.101,MW-BLR-JR-01,C:\Users\Tristan\AppData\Local\slack\app-4.35.126\slack.exe
99.86.20.14,MW-BLR-JR-01,C:\Users\Tristan\AppData\Local\slack\app-4.35.126\slack.exe
18.239.111.114,MW-BLR-JR-01,C:\Users\Tristan\AppData\Local\slack\app-4.35.126\slack.exe
20.190.160.20,MW-CLA-JS-01,System
13.69.116.107,MW-CLA-JS-01,System
93.184.221.240,MW-CLA-JS-01,C:\Windows\System32\svchost.exe
13.89.178.27,MW-CLA-JS-01,C:\Program Files\Windows Defender Advanced Threat Protection\MsSense.exe
20.190.159.23,MW-CLA-JS-01,C:\Windows\System32\lsass.exe
20.190.159.23,MW-CLA-JS-01,System
52.3.167.79,MW-PNQ-AP-01,C:\Users\Prince.Vegeta\AppData\Local\slack\app-4.38.121\slack.exe
13.89.178.27,MW-CLA-JS-01,System
13.89.179.11,MW-BLR-JR-01,<unknown process>
13.89.179.11,MW-BLR-JR-01,C:\Program Files (x86)\Microsoft Visual Studio\Installer\resources\app\ServiceHub\Services\Microsoft.VisualStudio.Setup.Service\BackgroundDownload.exe
13.89.179.11,MW-BLR-JR-01,C:\Windows\System32\svchost.exe
172.217.19.130,MW-CLA-JS-01,C:\Program Files\Google\Chrome\Application\chrome.exe
172.217.18.35,MW-CLA-JS-01,C:\Program Files\Mozilla Firefox\firefox.exe
172.217.18.234,MW-CLA-JS-01,C:\Program Files\Google\Chrome\Application\chrome.exe
13.89.178.27,MW-KZH-SJ-22,C:\Program Files (x86)\Microsoft\EdgeWebView\Application\124.0.2478.97\msedgewebview2.exe
108.159.80.61,MW-PN-CV-01,C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe
35.174.127.31,MW-PN-CV-01,C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe
142.250.67.194,MW-PN-CV-01,C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe
172.16.255.255,MW-CAL-DC.MW-caldera.local,System
172.16.26.226,MW-CAL-DC.MW-caldera.local,System
15.223.124.170,MW-CAL-DC.MW-caldera.local,C:\Program Files\Galaxy\bin\osqueryd\windows\stable\osqueryd.exe
52.60.39.17,MW-CAL-DC.MW-caldera.local,C:\Program Files\Galaxy\bin\osqueryd\windows\stable\osqueryd.exe
3.96.102.90,MW-CAL-DC.MW-caldera.local,C:\Program Files\limacharlie\bluepill.exe
15.222.106.248,MW-CAL-DC.MW-caldera.local,C:\Program Files\Galaxy\bin\osqueryd\windows\stable\osqueryd.exe
172.16.26.234,MW-CAL-DC.MW-caldera.local,C:\Windows\System32\svchost.exe
172.16.26.226,MW-CAL-DC.MW-caldera.local,C:\Windows\System32\lsass.exe
172.16.26.226,MW-CAL-DC.MW-caldera.local,C:\Windows\System32\svchost.exe
169.254.223.7,MW-BST-LT-WS,C:\Windows\System32\svchost.exe
169.254.255.255,MW-BST-LT-WS,System
172.20.80.1,MW-BST-LT-WS,System
172.20.80.1,MW-BST-LT-WS,C:\Windows\System32\svchost.exe
192.168.56.1,MW-BST-LT-WS,C:\Program Files\TeamViewer\TeamViewer_Service.exe
192.168.56.1,MW-BST-LT-WS,C:\Windows\System32\svchost.exe
169.254.223.7,MW-BST-LT-WS,C:\Program Files\TeamViewer\TeamViewer_Service.exe
172.20.95.255,MW-BST-LT-WS,System
169.254.223.7,MW-BST-LT-WS,System
15.222.106.248,MW-CAL-DC.MW-caldera.local,C:\Program Files\Galaxy\bin\Galaxy\windows\stable\Galaxy.exe
172.16.26.232,MW-CAL-DC.MW-caldera.local,C:\Windows\System32\svchost.exe
172.16.26.221,MW-CAL-DC.MW-caldera.local,C:\Windows\System32\svchost.exe
172.16.26.226,MW-CAL-WIN10.MW-caldera.local,C:\Windows\System32\svchost.exe
15.223.124.170,MW-CAL-WIN10.MW-caldera.local,C:\Program Files\Galaxy\bin\osqueryd\windows\stable\osqueryd.exe
1.1.1.1,MW-CAL-WIN10.MW-caldera.local,C:\Windows\System32\svchost.exe
172.16.26.232,MW-CAL-WIN10.MW-caldera.local,C:\Windows\System32\svchost.exe
15.222.106.248,MW-CAL-WIN10.MW-caldera.local,C:\Program Files\Galaxy\bin\osqueryd\windows\stable\osqueryd.exe
52.60.39.17,MW-CAL-DC.MW-caldera.local,C:\Program Files\Galaxy\bin\Galaxy\windows\stable\Galaxy.exe
172.16.26.246,MW-CAL-DC.MW-caldera.local,C:\Windows\System32\svchost.exe
172.16.26.234,MW-CAL-WIN10.MW-caldera.local,C:\Windows\System32\svchost.exe
52.60.39.17,MW-CAL-WIN10.MW-caldera.local,C:\Program Files\Galaxy\bin\osqueryd\windows\stable\osqueryd.exe
172.16.26.130,MW-CAL-WIN10.MW-caldera.local,C:\Windows\System32\svchost.exe
172.16.26.226,MW-CAL-WIN10.MW-caldera.local,C:\Windows\System32\lsass.exe
172.16.26.1,MW-CAL-WIN10.MW-caldera.local,C:\Windows\System32\svchost.exe
172.16.26.226,MW-CAL-WIN10.MW-caldera.local,C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe
172.16.26.232,MW-CAL-WIN10.MW-caldera.local,System
15.222.106.248,MW-CAL-WIN10.MW-caldera.local,C:\Program Files\Galaxy\bin\Galaxy\Galaxy.exe
20.190.151.69,MW-CAL-WIN10.MW-caldera.local,C:\Windows\System32\svchost.exe
172.16.26.234,MW-CAL-DC.MW-caldera.local,C:\Windows\System32\lsass.exe
172.16.26.226,MW-CAL-WIN10.MW-caldera.local,System
185.93.1.246,MW-CAL-DC.MW-caldera.local,C:\Program Files\Galaxy\bin\Galaxy\windows\stable\Galaxy.exe
172.16.26.255,MW-CAL-WIN10.MW-caldera.local,System
172.16.26.234,MW-CAL-WIN10.MW-caldera.local,System
15.223.124.170,MW-CAL-DC.MW-caldera.local,C:\Program Files\Galaxy\bin\Galaxy\windows\stable\Galaxy.exe
172.16.26.150,MW-CAL-WIN10.MW-caldera.local,C:\Windows\System32\svchost.exe
127.0.2.2,MW-KOL-BV-01,C:\Windows\System32\svchost.exe
127.0.2.3,MW-KOL-BV-01,C:\Windows\System32\svchost.exe
172.16.26.246,MW-CAL-WIN10.MW-caldera.local,C:\Windows\System32\svchost.exe
13.107.6.158,MW-CAL-WIN10.MW-caldera.local,C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe
13.107.21.239,MW-CAL-WIN10.MW-caldera.local,C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe
13.91.231.123,MW-CAL-WIN10.MW-caldera.local,C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe
172.16.26.20,MW-CAL-WIN10.MW-caldera.local,System
172.16.26.176,MW-CAL-WIN10.MW-caldera.local,System
13.107.21.237,MW-CAL-WIN10.MW-caldera.local,C:\Windows\System32\backgroundTaskHost.exe
13.89.179.13,MW-CAL-WIN10.MW-caldera.local,C:\Program Files\Windows Defender Advanced Threat Protection\MsSense.exe
169.150.236.100,MW-CAL-DC.MW-caldera.local,C:\Program Files\Galaxy\bin\Galaxy\windows\stable\Galaxy.exe
20.190.151.9,MW-CAL-WIN10.MW-caldera.local,C:\Windows\System32\backgroundTaskHost.exe
13.107.42.16,MW-CAL-WIN10.MW-caldera.local,C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe
127.0.2.2,MW-BST-LT-RK,C:\Windows\System32\svchost.exe
15.223.124.170,MW-BST-LT-RK,C:\Program Files\Galaxy\bin\osqueryd\windows\stable\osqueryd.exe
99.79.100.155,MW-BST-LT-RK,C:\Program Files\WinlogBeat\winlogbeat.exe
127.0.2.3,MW-BST-LT-RK,C:\Windows\System32\svchost.exe
192.168.2.1,MW-BST-LT-RK,C:\Windows\System32\svchost.exe
184.150.157.137,MW-BST-LT-RK,C:\Windows\System32\svchost.exe
35.182.199.174,MW-BST-LT-RK,C:\Program Files\WinlogBeat\winlogbeat.exe
172.16.26.176,MW-CAL-DC.MW-caldera.local,C:\Windows\System32\svchost.exe
15.223.124.170,MW-CAL-WIN10.MW-caldera.local,C:\Program Files\Galaxy\bin\Galaxy\Galaxy.exe
172.16.26.221,MW-CAL-WIN10.MW-caldera.local,C:\Windows\System32\svchost.exe
192.168.1.74,MW-FLR-LT-NQ,C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe
192.168.1.75,MW-FLR-LT-NQ,C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe
172.16.0.2,MW-FLR-LT-NQ,System
192.168.56.255,MW-FLR-LT-NQ,System
192.168.56.1,MW-FLR-LT-NQ,System
172.16.26.176,MW-CAL-WIN10.MW-caldera.local,C:\Windows\System32\svchost.exe
20.190.151.6,MW-CAL-WIN10.MW-caldera.local,<unknown process>
172.16.26.1,MW-CAL-WIN11,C:\Windows\System32\svchost.exe
172.16.26.232,MW-CAL-DC.MW-caldera.local,System
72.21.81.240,MW-CAL-WIN11,C:\Windows\System32\svchost.exe
172.16.26.113,MW-CAL-WIN10.MW-caldera.local,C:\Windows\System32\svchost.exe
72.21.81.240,MW-CAL-WIN10.MW-caldera.local,C:\Windows\System32\svchost.exe
52.60.39.17,MW-CAL-WIN10.MW-caldera.local,C:\Program Files\Galaxy\bin\Galaxy\Galaxy.exe
192.168.242.1,MW-FLR-LT2-DP,C:\Windows\System32\svchost.exe
208.38.43.169,MW-FLR-LT2-DP,C:\Windows\System32\svchost.exe
15.223.109.237,MW-FLR-LT2-DP,C:\Program Files\limacharlie\bluepill.exe
15.222.106.248,MW-FLR-LT2-DP,C:\Program Files\Galaxy\bin\osqueryd\windows\stable\osqueryd.exe
15.223.124.170,MW-FLR-LT2-DP,C:\Program Files\Galaxy\bin\Galaxy\Galaxy.exe
15.222.106.248,MW-FLR-LT2-DP,C:\Program Files\Galaxy\bin\Galaxy\Galaxy.exe
208.38.43.211,MW-FLR-LT2-DP,C:\Windows\System32\svchost.exe
15.223.124.170,MW-FLR-LT2-DP,C:\Program Files\Galaxy\bin\osqueryd\windows\stable\osqueryd.exe
209.115.205.193,MW-FLR-LT2-DP,C:\Windows\System32\svchost.exe
127.0.2.3,MW-FLR-LT-ARK,C:\Windows\System32\svchost.exe
127.0.2.2,MW-FLR-LT-ARK,C:\Windows\System32\svchost.exe
192.168.1.254,MW-FLR-LT-ARK,C:\Windows\System32\svchost.exe
192.168.1.254,MW-FLR-LT-ARK,C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe
15.223.109.237,MW-FLR-LT-ARK,C:\Program Files\limacharlie\bluepill.exe
172.16.0.2,MW-FLR-LT-ARK,System
15.223.124.170,MW-FLR-LT-ARK,C:\Program Files\Galaxy\bin\osqueryd\windows\stable\osqueryd.exe
13.71.196.252,MW-FLR-LT-ARK,C:\Program Files\KOLl\SupportAssistAgent\bin\SupportAssistAgent.exe
0.0.0.0,MW-FLR-LT-ARK,<unknown process>
13.89.179.8,MW-CAL-WIN10.MW-caldera.local,C:\Program Files\Windows Defender Advanced Threat Protection\MsSense.exe
185.93.1.247,MW-CAL-DC.MW-caldera.local,C:\Program Files\Galaxy\bin\Galaxy\windows\stable\Galaxy.exe
192.168.1.255,MW-FLR-LT-ARK,System
192.168.1.71,MW-FLR-LT-ARK,System
127.0.2.2,MW-AUS-LT-SS,C:\Windows\System32\svchost.exe
127.0.2.3,MW-AUS-LT-SS,C:\Windows\System32\svchost.exe
192.168.8.254,MW-AUS-LT-SS,C:\Windows\System32\svchost.exe
192.168.214.254,MW-AUS-LT-SS,C:\Windows\System32\svchost.exe
192.168.8.2,MW-AUS-LT-SS,System
192.168.214.1,MW-AUS-LT-SS,C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe
192.168.214.1,MW-AUS-LT-SS,C:\Program Files\Google\Chrome\Application\chrome.exe
192.168.214.1,MW-AUS-LT-SS,C:\Windows\System32\svchost.exe
192.168.8.1,MW-AUS-LT-SS,C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe
192.168.8.1,MW-AUS-LT-SS,C:\Program Files\Google\Chrome\Application\chrome.exe
192.168.8.1,MW-AUS-LT-SS,C:\Windows\System32\svchost.exe
192.168.1.85,MW-AUS-LT-SS,C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe
192.168.1.85,MW-AUS-LT-SS,C:\Program Files\Google\Chrome\Application\chrome.exe
192.168.1.85,MW-AUS-LT-SS,C:\Windows\System32\svchost.exe
192.168.1.254,MW-AUS-LT-SS,C:\Windows\System32\svchost.exe
192.168.1.254,MW-AUS-LT-SS,C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe
192.168.1.254,MW-AUS-LT-SS,C:\Program Files\Google\Chrome\Application\chrome.exe
192.168.1.254,MW-FLR-LT-NQ,C:\Windows\System32\svchost.exe
127.0.2.2,MW-BLR-JR-01,C:\Windows\System32\svchost.exe
127.0.2.3,MW-BLR-JR-01,C:\Windows\System32\svchost.exe
0.0.0.0,MW-BLR-JR-01,<unknown process>
169.254.255.255,MW-BLR-JR-01,System
169.254.125.229,MW-BLR-JR-01,System
192.168.56.255,MW-BLR-JR-01,System
192.168.56.1,MW-BLR-JR-01,System
52.60.39.17,MW-BST-LT-RK,C:\Program Files\Galaxy\bin\Galaxy\Galaxy.exe
169.150.236.98,MW-CAL-DC.MW-caldera.local,C:\Program Files\Galaxy\bin\Galaxy\windows\stable\Galaxy.exe
20.190.151.68,MW-CAL-WIN10.MW-caldera.local,<unknown process>
127.0.2.2,MW-MX-MM-01,C:\Windows\System32\svchost.exe
127.0.2.3,MW-MX-MM-01,C:\Windows\System32\svchost.exe
52.60.39.17,MW-FLR-LT-EC,C:\Program Files\Galaxy\bin\osqueryd\windows\stable\osqueryd.exe
127.0.2.2,MW-MX-RR-01,C:\Windows\System32\svchost.exe
15.222.106.248,MW-MX-RR-01,C:\Program Files\Galaxy\bin\osqueryd\windows\stable\osqueryd.exe
127.0.2.2,MW-BST-lt-ak,C:\Windows\System32\svchost.exe
199.232.214.172,MW-MX-RR-01,C:\Windows\System32\svchost.exe
127.0.2.3,MW-MX-RR-01,C:\Windows\System32\svchost.exe
15.222.106.248,MW-BST-lt-ak,C:\Program Files\Galaxy\bin\Galaxy\Galaxy.exe
142.251.33.163,MW-BST-lt-ak,C:\Program Files\Google\Chrome\Application\chrome.exe
15.222.106.248,MW-KZH-SKT-01,C:\Program Files\Galaxy\bin\osqueryd\windows\stable\osqueryd.exe
142.251.41.35,MW-BST-lt-ak,C:\Program Files\Google\Chrome\Application\chrome.exe
151.101.193.91,MW-BST-lt-ak,C:\Program Files\Google\Chrome\Application\chrome.exe
151.101.129.91,MW-BST-lt-ak,C:\Program Files\Google\Chrome\Application\chrome.exe
34.202.253.140,MW-MX-MM-01,C:\Program Files\WindowsApps\91750D7E.Slack_4.37.101.0_x64__8she8kybcnzg4\app\Slack.exe
127.0.2.2,MW-BST-LT-RN,C:\Windows\System32\svchost.exe
127.0.2.3,MW-BST-LT-RN,C:\Windows\System32\svchost.exe
192.168.4.32,MW-BST-LT-RN,C:\Windows\System32\mstsc.exe
15.223.124.170,MW-BST-lt-ak,C:\Program Files\Galaxy\bin\osqueryd\windows\stable\osqueryd.exe
192.168.100.7,MW-MX-RR-01,C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe
192.168.100.7,MW-MX-RR-01,C:\Program Files\Google\Chrome\Application\chrome.exe
65.9.121.20,MW-MX-RR-01,C:\Program Files\WindowsApps\91750D7E.Slack_4.37.98.0_x64__8she8kybcnzg4\app\Slack.exe
192.168.1.254,MW-FLR-LT-EC,C:\Users\Fernando\AppData\Local\slack\app-4.38.115\slack.exe
192.168.4.51,MW-BST-LT-RN,C:\Windows\System32\svchost.exe
192.168.4.51,MW-BST-LT-RN,C:\Program Files\Google\Chrome\Application\chrome.exe
192.168.4.22,MW-BST-LT-RN,C:\Program Files\Google\Chrome\Application\chrome.exe
192.168.4.22,MW-BST-LT-RN,C:\Windows\System32\svchost.exe
192.168.4.72,MW-BST-LT-RN,C:\Program Files\Google\Chrome\Application\chrome.exe
192.168.4.72,MW-BST-LT-RN,C:\Windows\System32\svchost.exe
3.95.117.96,MW-MX-RR-01,C:\Program Files\WindowsApps\91750D7E.Slack_4.37.98.0_x64__8she8kybcnzg4\app\Slack.exe
152.195.38.76,MW-BLR-JR-01,C:\Windows\System32\svchost.exe
52.200.46.145,MW-MX-MM-01,C:\Program Files\WindowsApps\91750D7E.Slack_4.37.101.0_x64__8she8kybcnzg4\app\Slack.exe
65.2.117.88,MW-KZH-SKT-01,C:\Users\Patrick\AppData\Local\slack\app-4.38.115\slack.exe
151.139.188.47,MW-BST-LT-RN,C:\Windows\System32\svchost.exe
192.168.100.39,MW-MX-RR-01,C:\Program Files\Google\Chrome\Application\chrome.exe
192.168.100.39,MW-MX-RR-01,C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe
192.168.100.7,MW-MX-RR-01,C:\Windows\System32\svchost.exe
15.223.124.170,MW-BST-LT-RN,C:\Program Files\Galaxy\bin\osqueryd\windows\stable\osqueryd.exe
13.107.6.158,MW-KZH-SKT-01,C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe
52.60.39.17,MW-KZH-SKT-01,C:\Program Files\Galaxy\bin\Galaxy\Galaxy.exe
144.2.9.1,MW-MX-RR-01,C:\Program Files\Google\Chrome\Application\chrome.exe
52.14.14.157,MW-MX-MM-01,C:\Program Files\WindowsApps\91750D7E.Slack_4.37.101.0_x64__8she8kybcnzg4\app\Slack.exe
192.168.180.2,MW-MX-MM-01,System
127.0.2.2,MW-AUS-WL-06,C:\Windows\System32\svchost.exe
127.0.2.3,MW-AUS-WL-06,C:\Windows\System32\svchost.exe
192.168.5.1,MW-MX-RR-01,C:\Program Files\Google\Chrome\Application\chrome.exe
192.168.100.4,MW-MX-RR-01,C:\Program Files\Google\Chrome\Application\chrome.exe
192.168.81.1,MW-MX-RR-01,C:\Program Files\Google\Chrome\Application\chrome.exe
192.168.81.1,MW-MX-RR-01,C:\Windows\System32\svchost.exe
192.168.56.1,MW-MX-RR-01,C:\Windows\System32\svchost.exe
192.168.100.4,MW-MX-RR-01,C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe
172.16.0.2,MW-MX-RR-01,C:\Windows\System32\svchost.exe
192.168.56.1,MW-MX-RR-01,C:\Program Files\Google\Chrome\Application\chrome.exe
172.16.0.2,MW-MX-RR-01,C:\Program Files\Google\Chrome\Application\chrome.exe
192.168.100.7,MW-MX-MM-01,C:\Program Files\Google\Chrome\Application\chrome.exe
192.168.100.7,MW-MX-MM-01,C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe
172.16.0.2,MW-MX-RR-01,System
151.139.43.77,MW-MX-RR-01,C:\Windows\System32\svchost.exe
192.168.5.255,MW-MX-RR-01,System
192.168.5.1,MW-MX-RR-01,System
192.168.1.67,MW-FLR-LT-EC,C:\Program Files\Google\Chrome\Application\chrome.exe
192.168.1.67,MW-FLR-LT-EC,C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe
192.168.4.29,MW-BST-LT-RN,C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe
192.229.211.108,MW-MX-RR-01,C:\Windows\System32\svchost.exe
52.60.39.17,MW-MX-RR-01,C:\Program Files\Galaxy\bin\osqueryd\windows\stable\osqueryd.exe
10.0.0.1,MW-AUS-LT-TZ,C:\Windows\System32\svchost.exe
10.0.0.121,MW-AUS-LT-TZ,C:\Windows\System32\svchost.exe
13.248.161.247,MW-AUS-LT-TZ,C:\Program Files\Mozilla Firefox\firefox.exe
10.0.0.1,MW-AUS-LT-TZ,C:\Users\Thomas\AppData\Local\slack\app-4.37.101\slack.exe
149.112.121.10,MW-AUS-LT-TZ,C:\Program Files\Mozilla Firefox\firefox.exe
142.251.211.234,MW-AUS-LT-TZ,C:\Program Files\Mozilla Firefox\firefox.exe
52.60.39.17,MW-AUS-LT-TZ,C:\Program Files\Galaxy\bin\osqueryd\windows\stable\osqueryd.exe
10.0.0.191,MW-AUS-LT-TZ,C:\Windows\System32\svchost.exe
10.0.0.189,MW-AUS-LT-TZ,C:\Windows\System32\svchost.exe
10.0.0.186,MW-AUS-LT-TZ,C:\Windows\System32\svchost.exe
10.0.0.50,MW-AUS-LT-TZ,C:\Windows\System32\svchost.exe
15.222.106.248,MW-AUS-LT-TZ,C:\Program Files\Galaxy\bin\osqueryd\windows\stable\osqueryd.exe
10.0.0.148,MW-AUS-LT-TZ,C:\Windows\System32\svchost.exe
3.22.139.176,MW-AUS-LT-TZ,C:\Users\Thomas\AppData\Local\slack\app-4.37.101\slack.exe
15.223.124.170,MW-AUS-LT-TZ,C:\Program Files\Galaxy\bin\osqueryd\windows\stable\osqueryd.exe
10.0.0.121,MW-AUS-LT-TZ,System
10.0.0.1,MW-AUS-LT-TZ,C:\Program Files\NordVPN\nordvpn-service.exe
172.64.153.12,MW-AUS-LT-TZ,C:\Program Files\NordVPN\nordvpn-service.exe
10.0.0.184,MW-AUS-LT-TZ,C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe
10.0.0.158,MW-AUS-LT-TZ,C:\Windows\System32\svchost.exe
10.0.0.114,MW-AUS-LT-TZ,C:\Windows\System32\svchost.exe
10.0.0.138,MW-AUS-LT-TZ,C:\Windows\System32\svchost.exe
52.13.138.150,MW-AUS-LT-TZ,C:\Users\Thomas\AppData\Local\slack\app-4.37.101\slack.exe
54.188.33.22,MW-AUS-LT-TZ,C:\Users\Thomas\AppData\Local\slack\app-4.37.101\slack.exe
10.0.0.149,MW-AUS-LT-TZ,C:\Windows\System32\svchost.exe
52.60.39.17,MW-MX-MM-01,C:\Program Files\Galaxy\bin\osqueryd\windows\stable\osqueryd.exe
208.111.183.1,MW-BST-LT-VR,C:\Windows\System32\svchost.exe
127.0.2.2,MW-KZH-AC-02,C:\Windows\System32\svchost.exe
52.60.39.17,MW-KZH-SJ-22,C:\Program Files\Galaxy\bin\osqueryd\windows\stable\osqueryd.exe
127.0.2.2,MW-BST-LT-VR,C:\Windows\System32\svchost.exe
127.0.2.3,MW-BST-LT-VR,C:\Windows\System32\svchost.exe
15.223.124.170,MW-BST-LT-VR,C:\Program Files\Galaxy\bin\osqueryd\windows\stable\osqueryd.exe
192.168.68.1,MW-BST-LT-VR,C:\Windows\System32\svchost.exe
127.0.2.2,MW-AUS-LT-TZ,C:\Windows\System32\svchost.exe
127.0.2.3,MW-AUS-LT-TZ,C:\Windows\System32\svchost.exe
18.172.185.58,MW-AUS-LT-TZ,C:\Program Files\Cloudflare\Cloudflare WARP\warp-dex.exe
127.0.2.3,MW-KZH-AC-02,C:\Windows\System32\svchost.exe
18.67.161.35,MW-KZH-AC-02,<unknown process>
15.223.124.170,MW-KZH-AC-02,C:\Program Files\Galaxy\bin\osqueryd\windows\stable\osqueryd.exe
199.232.214.172,MW-AUS-WL-06,C:\Windows\System32\svchost.exe
199.232.210.172,MW-AUS-WL-06,C:\Windows\System32\svchost.exe
3.5.29.129,MW-AUS-LT-TZ,C:\Program Files\Mozilla Firefox\firefox.exe
35.82.91.193,MW-AUS-WL-06,C:\Users\JohnReese\AppData\Local\slack\app-4.37.101\slack.exe
52.60.39.17,MW-FLR-LT-EC,C:\Program Files\Galaxy\bin\Galaxy\Galaxy.exe
15.223.124.170,MW-AUS-WL-06,C:\Program Files\Galaxy\bin\osqueryd\windows\stable\osqueryd.exe
15.223.124.170,MW-MX-MM-01,C:\Program Files\Galaxy\bin\Galaxy\Galaxy.exe
52.13.138.150,MW-AUS-WL-06,C:\Users\JohnReese\AppData\Local\slack\app-4.37.101\slack.exe
172.16.0.10,MW-AUS-WL-06,C:\Program Files\Google\Chrome\Application\chrome.exe
172.16.0.10,MW-AUS-WL-06,C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe
